type,activity,sex_,injury,fatal_(y/n),species_,shark_specie,activity_group,severity_group,body_group
Unprovoked,Snorkeling,M,Lacerations to right leg,N,Mako shark,Mako Shark,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Snorkeling,F,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",N,"Oceanic whitetip shark, 2.5m, female",Whitetip Shark,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Snorkeling,F,Foot and arm bitten,N,"Oceanic whitetip shark, 2.5m, female",Whitetip Shark,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Fishing,M,Serious wounds to chest,N,empty,Unidentify,Fishing,Undetermined,Torso
Invalid,Swimming,M,Death may have been due to drowning,,Shark involvement not confirmed,Unidentify,Swimming,Undetermined,Undetermined
Provoked,Snorkeling,M,Head bitten by netted shark PROVOKED INCIDENT,N,empty,Unidentify,Other,Amputations or Lacerations,Undetermined
Unprovoked,Diving,M,FATAL,Y,empty,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Surfing,M,Hand bitten ,N,empty,Unidentify,Board sports,Amputations or Lacerations,Upper extremities
Boating,Fishing,M,No injury to occupant. Shark rammed bottom of the boat,N,White shark,White Shark,Fishing,Minor or No injuries,Undetermined
Unprovoked,Snorkeling,F,Torso and left buttock bitten,N,White shark,White Shark,Other,Amputations or Lacerations,Torso
Unprovoked,Spearfishing,M,"No injury, shark head-butted diver's thigh",N,empty,Unidentify,Diving,Minor or No injuries,Lower extremities
Unprovoked,Surfing,M,No injury to surfer,N,empty,Unidentify,Board sports,Minor or No injuries,Undetermined
Provoked,Fishing,M,PROVOKED INCIDENT?  ,N,empty,Unidentify,Fishing,Undetermined,Undetermined
Unprovoked,Scuba diving,M,"No injury to diver, shark bit his video camera",N,"Porbeagle shark, 8' ",Unidentify,Diving,Minor or No injuries,Undetermined
Unprovoked,Kite Surfing,M,Lacerations to lower right leg,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Body boarding,M,FATAL,Y,"White shark, 14' to 18' ",White Shark,Board sports,Undetermined,Undetermined
Unprovoked,Snorkeling,F,Multiple lacerations to left leg and foot,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Foot bitten,N,"Bull shark, 1.4m ",Bull Shark,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Snorkeling,M,Calf bitten,N,Lemon shark,Lemon Shark,Other,Amputations or Lacerations,Undetermined
Unprovoked,Surfing,F,Bitten between left ankle & knee,N,Possibly a 6' lemon shark,Lemon Shark,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,3 lacerations to foot,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,"No injury, surfboard rammed",N,White shark,White Shark,Board sports,Minor or No injuries,Undetermined
Unprovoked,Surfing,M,Bite to left ankle and knee,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,FATAL,Y,White shark,White Shark,Swimming,Undetermined,Undetermined
Unprovoked,Surfing,M,Lacerations and puncture wounds to leg and foot,N,2m shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,Lacerations to left wrist,N,3' shark,Unidentify,Swimming,Amputations or Lacerations,Upper extremities
Unprovoked,Swimming /  Whale Watching,M,Puncture wounds to right foot,N,empty,Unidentify,Swimming,Undetermined,Lower extremities
Unprovoked,Surfing,M,"No injury, shark charged surfboard",N,empty,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Surfing,M,Lacerations to right  hand ,N,empty,Unidentify,Board sports,Amputations or Lacerations,Upper extremities
Unprovoked,Surfing,M,Left thigh bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,empty,M,Lacerations to face and neck,N,empty,Unidentify,Other,Amputations or Lacerations,Undetermined
Invalid,Swimming after boat became disabled,M,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning",,Shark involvement prior to death was not confirmed,Unidentify,Swimming,Undetermined,Undetermined
Unprovoked,Boogie Boarding,M,Minor injuries to foot,N,empty,Unidentify,Board sports,Minor or No injuries,Lower extremities
Unprovoked,Surfing,M,FATAL,Y,White shark,White Shark,Board sports,Undetermined,Undetermined
Boating,Kayak Fishing,M,"No injury, kayak bitten",N,White shark,White Shark,Fishing,Minor or No injuries,Undetermined
Provoked,Fishing,F,Leg bitten by hooked shark PROVOKED INCIDENT,N,empty,Unidentify,Fishing,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,F,Lacerations to left lower leg,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Left foot bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Left foot bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Windsurfing,M,"No injury, sail bitten",N,3 m shark,Unidentify,Board sports,Minor or No injuries,Undetermined
Invalid,Swimming,F,Minor abrasions to legs when she was lifted on the back of a large marine animal,,Shark involvement not confirmed,Unidentify,Swimming,Undetermined,Lower extremities
Boating,Kayaking,M,"No injury, kayak bitten",N,"White shark, 15'",White Shark,Kayaking,Minor or No injuries,Undetermined
Unprovoked,Standing,F,Lacerations to forearm,N,3' to 4' shark,Unidentify,Other,Amputations or Lacerations,Upper extremities
Unprovoked,Standing,M,Lacerations to right lower leg,N,4' shark,Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Left foot bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,Minor lacerations to left calf,N,Possibly a small blacktip shark,Blacktip Shark,Swimming,Amputations or Lacerations,Undetermined
Unprovoked,Swimming,F,Lacerations to right forearm,N,"Sandtiger shark, 4' to 5'",Sand Shark,Swimming,Amputations or Lacerations,Upper extremities
Unprovoked,Surfing,M,Minor lacerations to right foot,N,A small spinner shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Provoked,Swimming,M,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,N,Angel shark,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Fishing,M,Leg bitten,N,empty,Unidentify,Fishing,Amputations or Lacerations,Lower extremities
Provoked,Fishing,M,Small laceration to forearm from netted shark  PROVOKED INCIDENT,N,"Nurse shark, juvenile ",Nurse Shark,Fishing,Amputations or Lacerations,Upper extremities
Unprovoked,Snorkeling,F,Left leg bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Provoked,Fishing,M,Laceration to right bicep by hooked shark PROVOKED INCIDENT,N,"Blue shark, 7'",Blue Shark,Fishing,Amputations or Lacerations,Undetermined
Unprovoked,Surfing,M,Laceration to left foot,N,4' shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Stand-Up Paddleboarding,M,"No injury, board bumped by shark",N,8' shark,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Surfing,M,Lacerations to right foot,N,"Bull shark, 5'",Bull Shark,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Boogie Boarding,F,Laceration to leg,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,F,Laceration to left foot,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,Laceration to left foot,N,1 m shark,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Boogie Boarding,F,Lacerations to left calf and foot,N,4' shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Severe laceration to right knee,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Lacerations to left foot,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Provoked,Fishing,M,Laceration to left calf by hooked shark PROVOKED INCIDENT,N,"Lemon shark, 4'",Lemon Shark,Fishing,Amputations or Lacerations,Undetermined
Unprovoked,Rescuing,F,Minor laceration to leg,N,20 to 30kg shark,Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,F,Severe lacerations to left foot,N,20 to 30kg shark,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Superficial lacerations to lower left leg,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Scuba diving,M,Lacerations to arm & chest,N,empty,Unidentify,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Wading,F,Minor puncture wounds to right ankle,N,4' shark,Unidentify,Wading,Undetermined,Lower extremities
Provoked,Measuring sharks,M,Arm bitten PROVOKED INCIDENT ,N,"Lemon shark, 6'",Lemon Shark,Other,Amputations or Lacerations,Upper extremities
Unprovoked,Surfing,M,"No injury, surfboard bitten",N,14' shark,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Surfing,M,Both feet bitten,N,2 m shark,Unidentify,Board sports,Amputations or Lacerations,Undetermined
Unprovoked,Swimming / treading water,M,Lacerations to left ankle and foot,N,"Oceanic whitetip shark, 6'",Whitetip Shark,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,"No injury, board bitten",N,1.5 m shark,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Swimming,M,Bruised but otherwise unhurt,N,Possibly a blue shark,Blue Shark,Swimming,Undetermined,Undetermined
Unprovoked,Surfing,M,Lacerations to right leg,N,3 m shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Scuba diving,M,FATAL,Y,empty,Unidentify,Diving,Undetermined,Undetermined
Unprovoked,Snorkeling,F,Lacerations to legs & buttocks,N,2 m shark,Unidentify,Other,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,"Minor injury, lacerations to left lower leg",N,"Wobbegong shark, 1.6m",Wobbegong Shark,Board sports,Minor or No injuries,Lower extremities
Provoked,Spearfishing,M,"No injury, shark bit his speargun after he used it to prod the shark PROVOKED INCIDENT",N,2 m to 3 m shark,Unidentify,Diving,Minor or No injuries,Undetermined
Unprovoked,Body boarding,M,"No injury, shark & board collided",N,"White shark, 2.5m",White Shark,Board sports,Minor or No injuries,Undetermined
Provoked,Surf fishing / wading,M,Leg bitten while trying to free a hooked shark PROVOKED INCIDENT,N,"Spinner shark, 6'",Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Invalid,Spearfishing (free diving),M,Shark bites were post-mortem,,Invalid,Unidentify,Diving,Amputations or Lacerations,Undetermined
Unprovoked,Kite Boarding,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Provoked,Boogie Boarding,F,Stepped on shark PROVOKED INCIDENT,N,1.5 m shark,Unidentify,Board sports,Undetermined,Undetermined
Unprovoked,Surfing,M,Foot bitten,N,Thought to involve a juvenile hammerhead shark,Hammer Shark,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,"No injury, surfboard bitten",N,empty,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Surfing,M,Laceration to bottom of foot,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Lacerations to right hand ,N,empty,Unidentify,Board sports,Amputations or Lacerations,Upper extremities
Unprovoked,Standing,M,FATAL,Y,White shark,White Shark,Other,Undetermined,Undetermined
Unprovoked,Snorkeling,F,2 sets of minor lacerations below her right knee,N,"Whitetip reef shark, 1m",Whitetip Shark,Other,Amputations or Lacerations,Lower extremities
Unprovoked,empty,F,Minor injuries,N,empty,Unidentify,Other,Minor or No injuries,Undetermined
Unprovoked,empty,M,Right wrist bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Upper extremities
Unprovoked,Bathing,M,Left arm bitten twice,N,empty,Unidentify,Swimming,Amputations or Lacerations,Upper extremities
Unprovoked,Spearfishing,M,Lacerations to  arm,N,empty,Unidentify,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Surfing,M,"No injury, reportedly knocked of his board by a shark",N,empty,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Wading,M,Lacerations to  left foot,N,empty,Unidentify,Wading,Amputations or Lacerations,Lower extremities
Provoked,Swimming,M,Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT,N,empty,Unidentify,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming,M,Multiple lacerations to right torso & arm. Defense wounds on  hands,N,"Zambesi shark, 2m ",Bull Shark,Swimming,Amputations or Lacerations,Upper extremities
Boating,Kayaking,M,"No injury to occupants, kayak bumped by shark",N,empty,Unidentify,Kayaking,Minor or No injuries,Undetermined
Unprovoked,Spearfishing,M,Lacerations to hand & forearm,N,"Bull shark, 3m",Bull Shark,Diving,Amputations or Lacerations,Upper extremities
Unprovoked,Paddling on kneeboard,M,FATAL,Y,empty,Unidentify,Board sports,Undetermined,Undetermined
Invalid,Surfing,M,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",,No shark involvement,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Swimming to shore from capsized kayak,M,FATAL,Y,"White shark, 2.8 to 3 m ",White Shark,Swimming,Undetermined,Undetermined
Unprovoked,Surfing,M,Laceration to big toe,N,empty,Unidentify,Board sports,Amputations or Lacerations,Undetermined
Boating,Rowing,,No injury to occupants; shark bit steering oar,N,White shark,White Shark,Other,Minor or No injuries,Undetermined
Provoked,Diving,M,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,N,"Sandtiger shark, 8'",Sand Shark,Diving,Amputations or Lacerations,Lower extremities
Invalid,Surfing,M,Puncture wounds to right foot,,Shark involvement not confirmed,Unidentify,Board sports,Undetermined,Lower extremities
Unprovoked,Wading,M,Left foot bitten,N,6' shark,Unidentify,Wading,Amputations or Lacerations,Lower extremities
Unprovoked,Fishing,M,Puncture wounds and minor lacerations to dorsal surface of his left hand,N,Thresher shark,Unidentify,Fishing,Amputations or Lacerations,Upper extremities
Unprovoked,Surfing,M,Foot bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,F,Foot bitten,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Foot bitten,N,4' shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Kayaking,M,Ankle bitten,N,2 m shark,Unidentify,Kayaking,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,"No injury, board broken in half",N,empty,Unidentify,Board sports,Minor or No injuries,Undetermined
Boating,Kayaking,M,"No injury, shark bit kayak",N,"White shark, 4m",White Shark,Kayaking,Minor or No injuries,Undetermined
Unprovoked,Spearfishing,M,Left ankle & foot bitten,N,Zambesi shark,Bull Shark,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Paddle-boarding,F,"No injury, shark bit rear of paddleboard",N,empty,Unidentify,Board sports,Minor or No injuries,Undetermined
Unprovoked,Surfing,M,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Bitten on upper right thigh & right ankle,N,6' to 8' shark,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Unprovoked,Wading,F,Arm & torso bitten,N,empty,Unidentify,Wading,Amputations or Lacerations,Upper extremities
Provoked,Diving,M,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,N,Angel shark,Unidentify,Diving,Undetermined,Upper extremities
Unprovoked,Diving,M,Severe lacerations to lower right leg,N,"Bull shark, 10'",Bull Shark,Diving,Amputations or Lacerations,Lower extremities
Unprovoked,Surfing,M,Laceration to shin of left leg,N,empty,Unidentify,Board sports,Amputations or Lacerations,Lower extremities
Provoked,Fishing,M,Injury to forearm from shark's spine PROVOKED INCIDENT ,N,Spurdog,Unidentify,Fishing,Undetermined,Upper extremities
Unprovoked,Swimming,M,Laceration to right foot,N,"Bull shark, 8'",Bull Shark,Swimming,Amputations or Lacerations,Lower extremities
Unprovoked,empty,M,Lower right leg bitten,N,empty,Unidentify,Other,Amputations or Lacerations,Lower extremities
Provoked,Fishing,M,Arm bitten PROVOKED INCIDENT ,N,empty,Unidentify,Fishing,Amputations or Lacerations,Upper extremities
